Sentiment,Tweets,Cleaned_Tweets,Word_Count,Character_Count
1,"@yagit haha, yeah, back then ganun din ako. at miriam lang alam ko noon. the grass is always greener... ",haha yeah back ganun din ako miriam lang alam ko noon grass always greener,14,74
0,is finding it hard to get excited or thrilled about anything. ,finding hard get excited thrilled anything,6,42
1,@PinkM Get well soon! Pole sana. ,get well soon pole sana,5,23
0,Sooo me &amp;&amp; buttface aren't goin to Italy in sept anymore  the wedding has been pushed back!,sooo ampamp buttface arent goin italy sept anymore wedding ha pushed back,12,73
0,It is going to be another hot day in San Antonio no doubt into the 100's and water conservation measures into effect-no rain ,going another hot day san antonio doubt 100 water conservation measure effectno rain,13,84
1,"2246 PDT Rapid City, SD Almost 18 hours driving. ",2246 pdt rapid city sd almost 18 hour driving,9,45
1,@MsTeagan hy teagan please follow me you are great ,hy teagan please follow great,5,29
1,just waiting for the party tonight ,waiting party tonight,3,21
1,"I am thanking God that I am halfway through 2009, safe and sound! ",thanking god halfway 2009 safe sound,6,36
0,*sigh* in work with  migraine. Not a happy bunny ,sigh work migraine happy bunny,5,30
1,"@Paulpb phew! sorry, I get confused at times, there are like 3 pauls out there! ",phew sorry get confused time like 3 paul,8,40
1,"@spalongal I can imagine!  My mother centered around her Westie terrier too, doggie gets anything she wants. But gives lots of love back. ",imagine mother centered around westie terrier doggie get anything want give lot love back,14,89
0,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study ",went got pedicure manicure 2daii den sunbathed daii best day eva oh yehdid teeny bit study,16,90
0,all people should be free...but there are many types of government around the world that promote freedom. Iran's isn't one of them ,people freebut many type government around world promote freedom iran isnt one,12,78
1,"pretty good day today, until people decided to fucking piss me off. thanks alot guys ",pretty good day today people decided fucking piss thanks alot guy,11,65
1,baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun,baseball game whoo hooo banquet yesterday hyhtt sooo fun,9,56
0,Don't think she'll pass this paper. Don't think so at all ,dont think shell pas paper dont think,7,37
1,@mohdrafie  Thank you!,thank,1,5
1,"Second slurpee run of the day.  Walkin with Brit, Matt, Joe, and Lisa. We're putting a couch in the middle of the street. Ohdear.",second slurpee run day walkin brit matt joe lisa putting couch middle street ohdear,14,83
1,"@uncleenore Great suggestion.. I like the nap part too   Re: canoeing into the sunset - is this your romantic side, Unc? You sweetie, you.",great suggestion like nap part canoeing sunset romantic side unc sweetie,11,72
1,Cole my smore  cutest lil boy in the whole wide world. Come back to Texas.,cole smore cutest lil boy whole wide world come back texas,11,58
0,"@loveisonitsway i love youu girllyyy :] i got a bargain dress, and my mum got shoes. i never got my gladiators ",love youu girllyyy got bargain dress mum got shoe never got gladiator,12,69
0,"@tea_party I feel your pain! I used to get that a lot, always made me feel uncomfortable ",feel pain used get lot always made feel uncomfortable,9,53
1,the Veronicas are the best! love the songs ,veronica best love song,4,23
1,@ddlovato where are you going ? ,going,1,5
1,@loveMaegan I need a pretty updo for my sister's wedding.  would love a hair to for that! ,need pretty updo sister wedding would love hair,8,47
1,i just found 'the beastmaster' on netflix. i think you all know what i'll be doing tonight ,found beastmaster netflix think know ill tonight,7,48
1,@tangelobaby How'd the party go? ,howd party go,3,13
1,"Oops, nevermind, found a clearer image elsewhere ",oops nevermind found clearer image elsewhere,6,44
1,"@edziardo wow,.. you're only few steps away from where I am now... I live in the building ",wow youre step away live building,6,33
0,uhhhhh!!! i could cry over how much sleep i got last night  how is it possible to be quite drunk and NOT sleep??,uhhhhh could cry much sleep got last night possible quite drunk sleep,12,69
0,@MsNThrope ha! I saw that but then a squirrel ran by my window and well...I guess I will never know ,ha saw squirrel ran window welli guess never know,9,49
1,"Tweeple, please welcome ... from the sleepy, little town of LA  ... @HoNeY_BiRD",tweeple please welcome sleepy little town la,7,44
1,I love the Kradam moodtheme. ,love kradam moodtheme,3,21
0,"KFC grilled chicken with a side of mac n' cheese and potato wedges. Got it at ten, it's 11:33 and I'm not even half way thru. Pain ",kfc grilled chicken side mac n cheese potato wedge got ten 1133 im even half way thru pain,18,90
1,@britesprite : @Ethnicsupplies erh.. *cough* shouldn't that be &quot;rapier wit&quot; ??? Mr Ter-wit???!!! *zips lip* ,erh cough shouldnt quotrapier witquot mr terwit zip lip,9,55
1,Whoever invented worms was aweaome  Hurray for Supersheep!,whoever invented worm wa aweaome hurray supersheep,7,50
0,home from a relatively quiet night @ work at a reasonable time... what a relief! I've got a headache           time to chill out,home relatively quiet night work reasonable time relief ive got headache time chill,13,83
0,my tummy howurts ,tummy howurts,2,13
1,@Pepsieee because you want to set the sims on fire to see what they are going to do ? or starve them to death? ,want set sims fire see going starve death,8,41
0,Kissing Perth's Indian summer goodbye ,kissing perth indian summer goodbye,5,35
0,suddenly wishing she was back in Canada ,suddenly wishing wa back canada,5,31
1,@NikkiPaints Thank you for the #followfriday my friend ,thank # followfriday friend,4,27
1,Ribfest has concluded.....but you can still get All You Can Eat Ribs every Tuesday starting at 4 p.m. ,ribfest ha concludedbut still get eat rib every tuesday starting 4 pm,12,69
1,can't wait 4 Harry Potter &amp; New Moon ,cant wait 4 harry potter amp new moon,8,37
0,@MrRathbone missed you again my timing is soo bad lately ,missed timing soo bad lately,5,28
0,@Passion_Purple Im offended... ,im offended,2,11
0,cold new york  ~BrookeKidd~,cold new york brookekidd,4,24
1,@2kids1love That's good  It's better than being at home.,thats good better home,4,22
1,@questlove  Funny stuff on the show tonight.  I was drinking wine and cracking up at the NBC Cafeteria scene ,funny stuff show tonight wa drinking wine cracking nbc cafeteria scene,11,70
0,I just woke up... N i'm ashamed  Lol,woke n im ashamed lol,5,21
0,Misunderstandings during a bikini wax totally suck!  My poor cooter looks so stupid now.  True story ,misunderstanding bikini wax totally suck poor cooter look stupid true story,11,75
1,@krysivory .. About you beating cancer. Go 'head chica ,beating cancer go head chica,5,28
1,@tcouto What about more pictures? I wanna see a squirrel too ,picture wan na see squirrel,5,27
1,got a bit of a thing for Evermore's track &quot;Hey Boys and Girls&quot; - check it out!  http://bit.ly/dvyf7,got bit thing evermores track quothey boy girlsquot check,9,57
1,@PaoMiami oh shit! Just saw d other stuff u sent me. Cool. ,oh shit saw stuff u sent cool,7,29
1,@OrbitalPete Well it's either that or a tattoo. I was thinking of a little shark taking a bite out of my scar or something. ,well either tattoo wa thinking little shark taking bite scar something,11,70
1,@tselaayahudd haha black!! finally i have a black hair ,haha black finally black hair,5,29
1,"http://twitpic.com/6une1 - tooooooooooooom  i don't know about you guys, but i loved it. *-*",tooooooooooooom dont know guy loved,5,35
1,@bethtohumans is there an &quot;s&quot;? ,quotsquot,1,9
1,uh oh.  someone just got ahold of the ice ice baby acapella  http://is.gd/Mcgp,uh oh someone got ahold ice ice baby acapella,9,45
1,If he finds this i hope he knows that i am going to destroy him. ,find hope know going destroy,5,28
1,@hermorrine three bedrooms... ,three bedroom,2,13
1,"@trellthms No no I'm not creeping! Me and @Swag101 used to be twitterbabies back in the day, but things went awry and we didnt' work out! ",im creeping used twitterbabies back day thing went awry didnt work,11,66
0,:O i just lost 4 followers! ,lost 4 follower,3,15
0,waiting fOr bOys Over flOwers nect episOde in yOutube xiet! wOlO fah  efal naman Oh!,waiting boy flower nect episode youtube xiet wolo fah efal naman oh,12,67
1,Updating my computer and studying my web development software. ,updating computer studying web development software,6,51
1,with Genevieve ,genevieve,1,9
1,"@robynnnnnn  He's amazing, him and cairon. offfffffffft.",amazing cairon offfffffffft,3,27
0,@TheGlassHouseDC THAI fried rice doesn't taste like Chinese fried rice. It won't hit the spot the same. ,thai fried rice doesnt taste like chinese fried rice wont hit spot,12,66
0,its friday night and im cleaning my room  i feel like such a looser haha,friday night im cleaning room feel like looser haha,9,51
1,Back in CH and online! Lovely weather here ,back ch online lovely weather,5,29
1,http://twitpic.com/55nl9 - Ma's back in town  -my pillar of strength and Pageez -my special kind of double,back town pillar strength pageez special kind double,8,52
0,oh so sick.     Somebody save me.,oh sick somebody save,4,21
1,@ScottBourne do these virtual volumes mean you can have different filesystems? say ZFS ,virtual volume mean different filesystems say zfs,7,49
0,@NourAlFulaij Man you and @bedour need to stop with the abbreviations LOL JDMA OMNTDA ANTM OOKA  Shino these shows lol,man need stop abbreviation lol jdma omntda antm ooka shino show lol,12,67
0,@ehasselbeck Is there any way you can tell us ahead of time? Im on Long Island and would have arranged somethig to see you! ,way tell u ahead time im long island would arranged somethig see,12,64
0,I don't want to be a grown up yet... ,dont want grown yet,4,19
0,My Sister's Keeper is so good so far. Can't put it down but don't wanna keep reading b/c I know it has such a sad ending! ,sister keeper good far cant put dont wan na keep reading bc know ha sad ending,16,78
0,"@FaveColourPink LOL, they would be easier to kill... these birds are too small! everyday i had to clean shit off before i go out. ",lol would easier kill bird small everyday clean shit go,10,55
1,"@addoy wow! tomorrow?! today portuguese, tomorrow maths? oh.. good luck! :S (u can do it!  )",wow tomorrow today portuguese tomorrow math oh good luck u,10,58
0,No fossil hunting for @ryanhilt and I. ,fossil hunting,2,14
0,ready for this week to be OVER so that i can go to e-ville! but there is a long week ahead of me to get there... ,ready week go eville long week ahead get,8,40
0,Spreading Grandmas Ashes  .... its what she would have wanted,spreading grandma ash would wanted,5,34
1,poppa taught me to play this on guitar  ? http://blip.fm/~6t69n,poppa taught play guitar,4,24
1,I plan to stay home tonight with a big box of tissues and the notebook ,plan stay home tonight big box tissue notebook,8,46
1,"@Alex_Manchester heh, so just ignore the stuff that doens't interest you.  That's what I do.",heh ignore stuff doenst interest thats,6,38
0,@chicitysoulstar hey snuckums!!!! SOoooooo I won't be going to Cali in August ,hey snuckums sooooooo wont going cali august,7,44
0,"Watching Greek, I can't believe the season ends tonight  #BSB",watching greek cant believe season end tonight # bsb,9,52
1,i felt so sorry for that hollie on britains got talent last night  glad she got through ,felt sorry hollie britain got talent last night glad got,10,56
0,counting down the hours until the mtv movie awards; wondering if my dad will let me go to ccyc; ive never been to camp before ,counting hour mtv movie award wondering dad let go ccyc ive never camp,13,70
0,@jasonmccay only because I didn't think I could handle a sad movie smarty pants!! And my husband wasn't in to the chick flic I picked. ,didnt think could handle sad movie smarty pant husband wasnt chick flic picked,13,78
1,"@ScruffyPanther cool  i was never good at languages, got a C in french at GCSE! x",cool wa never good language got c french gcse x,10,47
0,I wanted to watch the Jurassic Park trilogy four days ago. Haven't watched it yet. ,wanted watch jurassic park trilogy four day ago havent watched yet,11,66
1,My dad is listenin to see u in the dark on my mp3. ,dad listenin see u dark mp3,6,27
0,@Owl311 my picture wont upload!!! ,picture wont upload,3,19
1,is really excited for the opening of SY 2009-2010! it will be a blast! a totally new environment for me and a new chapter of my life ,really excited opening sy 20092010 blast totally new environment new chapter life,12,81
0,I'm getting sleepy. Wish I had time to nap ,im getting sleepy wish time nap,6,31
0,"@d3signar ja tell me about it, i came in early &amp; it looks like im gonna go home late  at least i'll miss the traffic",ja tell came early amp look like im gon na go home late least ill miss traffic,17,78
1,@rmacks okay! just tell me when! ,okay tell,2,9
1,here at Blockbuster &amp; who do I see? cutie from last week... w/ her BF. glad I lambed out before ,blockbuster amp see cutie last week w bf glad lambed,10,52
0,so tired and i dont wanna go to work tomorrow ,tired dont wan na go work tomorrow,7,34
1,morning  have u seen my yellow converse ?!? Who took it !!!,morning u seen yellow converse took,6,35
1,@amanda5280 Thank you!  So kind! ,thank kind,2,10
0,@MrSaints ooooo sorry to hear that wittle bro ,ooooo sorry hear wittle bro,5,27
1,"got upgraded to first class from PA to Minneapolis, bout time they recognize who I am ",got upgraded first class pa minneapolis bout time recognize,9,59
0,back to reality...more revision ,back realitymore revision,3,25
1,how pr works: tnx 2 @mashable review on iphone twittr apps. decided 2 load tweetie. apple shuld send em percentage of that $2.99. ,pr work tnx 2 review iphone twittr apps decided 2 load tweetie apple shuld send em percentage 299,18,97
1,"@GanbareGenki that's great!  Yeah, that's what I thought, I wonder if those idiots fooled anybody yet haha ",thats great yeah thats thought wonder idiot fooled anybody yet haha,11,67
1,"Just picked my momma up from the air port. Now I'm going to watch Will &amp; Grace, and go to bed! Goodnight Twitter. ",picked momma air port im going watch amp grace go bed goodnight twitter,13,71
1,@Anoesj lol I know its annoying I promise I will stop now..but just for now ,lol know annoying promise stop nowbut,6,37
1,@Astro_Mike do u get your replies up there?  Has been so great following u on Nasa TV Thanks 4 bringing this 2 me. best wishes to u all x,u get reply ha great following u nasa tv thanks 4 bringing 2 best wish u x,17,74
0,@Karbon8 sorry man   I stick mostly with the instruments in the Ableton Live suite,sorry man stick mostly instrument ableton live suite,8,52
0,w1fmr (@) status - @n7ice I am using Firefox also  - http://73s.org/w1fmr #hamr,w1fmr status using firefox also # hamr,7,38
1,"@djp_rez woot! hope u have safe flight. so excited for u! make sure to eat sum tex-mex and bbq while u r there! and most of all, ROCK IT! ",woot hope u safe flight excited u make sure eat sum texmex bbq u r rock,16,71
1,"working.  try not to get too worked up about it, i'm not  ",working try get worked im,5,25
0,@sapphire_city i cant go to the bathroom because there is no light in the hallway and im scared of the dark and im sad to announce that ,cant go bathroom light hallway im scared dark im sad announce,11,61
0,@buongiornodaisy Do you have any icon-making capacities? Cause I don't. ,iconmaking capacity cause dont,4,30
0,Discovered that the scary banging noise upstairs was caused by my housemate leaving her window open. Still no one around. ,discovered scary banging noise upstairs wa caused housemate leaving window open still one around,14,96
0,PSN Store still hasn't updated   i want my final fantasy 7!!!!!!   NOW!!!!!!!,psn store still hasnt updated want final fantasy 7,9,50
0,"I feel for the families of the plane crash disaster, being one myself ",feel family plane crash disaster one,6,36
1,"pirate in the face a little facial charring and smoke, please team ninja  Honestly, Sony and MS were eh.. GOW 3 looks godly but that is",pirate face little facial charring smoke please team ninja honestly sony eh gow 3 look godly,16,92
1,@contented_raine I'm 17  you?,im 17,2,5
0,Want to be desigining in the sunon my day off. Instead it's ranining and I'm in the basement away from human contact.  I need a drink. -r,want desigining sunon day instead ranining im basement away human contact need drink r,14,86
0,Cats love a Macbook Pro in winter.. If only they didnt claw at the keyboard before settling down to sleep on it ,cat love macbook pro winter didnt claw keyboard settling sleep,10,62
1,@BadAstronomer Likely not as funny as it sounds to your major prof. ,likely funny sound major prof,5,29
1,"Yay, finally a trailer ",yay finally trailer,3,19
1,"@Da_Wiz_Kid dont think about it, just do it! ill even send u a picture to set it off ",dont think ill even send u picture set,8,38
0,@AprilFilms  I had tickets but had to bail due to work.  Sounds like it was going to be a blast.,ticket bail due work sound like wa going blast,9,46
1,@skybluberrie Haha she's your problem now ,haha shes problem,3,17
0,"@JoeLovette Joe I tried out what you said, still just getting a dry signal only. What a pain in the ass ",joe tried said still getting dry signal pain,8,44
0,@Christina0813  Aw hon   I hope it's nothing! Keep us updated! *hugs*,aw hon hope nothing keep u updated hug,8,38
0,"wonders what the hell have i done, not to deserve a single smile from you. ",wonder hell done deserve single smile,6,37
0,"; aw, lastday of junior year  , ughh i'll honestly miss that 'dude'..  no joke.",aw lastday junior year ughh ill honestly miss dude joke,10,55
0,Cabana music and drinks... Bye bye Jackie and Steph ,cabana music drink bye bye jackie steph,7,39
1,In the city ,city,1,4
1,"@MissKatiePrice we love you katie, stay strong  xx",love katie stay strong xx,5,25
1,@kristieannereed good thing you aren't staying there ,good thing arent staying,4,24
1,"@njcop Hey, you're on here now ",hey youre,2,9
0,@jayhova89 I'm tempted to! but I'm supposed to go to my parents house in Athens today ,im tempted im supposed go parent house athens today,9,51
0,@Yazz_xD  HUMPHHH - i want your phone ,humphhh want phone,3,18
1,@mpesce can i be in the studio audience- promise to behave! ,studio audience promise behave,4,30
1,is happy got to see Sophie and Emily today and got some new makeup ,happy got see sophie emily today got new makeup,9,47
1,"#followfriday @PurpleMuffinMan coz he's the man, and I love him apparently!!! @fjkinnit because he's lovely and sweet ",# followfriday coz man love apparently lovely sweet,8,51
1,@Shay98 I'm so glad that you had an awesome time!!   I can't wait to see them...9 more days and counting. ,im glad awesome time cant wait see them9 day counting,10,53
1,@DIZ2 Thanks Dan  it was quite enjoyable  hope that you had a great weekend!,thanks dan wa quite enjoyable hope great weekend,8,48
0,@kimthemooch haha just for you! and since I all of a sudden have to work tomorrow  I'll be on the lookout at 9am!,haha since sudden work tomorrow ill lookout 9am,8,47
1,im going to persuade kelly to make a twitter now im going to text her!!!  lolol,im going persuade kelly make twitter im going text lolol,10,56
0,kirsten is so damn bored... why you can't upload foto's on twitter ? ,kirsten damn bored cant upload fotos twitter,7,44
1,@OfficialAmandaM awww poor sour patch_ I'm proud of uu for filming thooU rep girl ,awww poor sour patch_ im proud uu filming thoou rep girl,11,56
0,@maykobe24 naaah.  I've been mia. Shiiit LOL.  I might not be able to tweet tomorrow during the game either ,naaah ive mia shiiit lol might able tweet tomorrow game either,11,62
1,@joeymcintyre I still think the word of the day should be PEACHES... I mean come on you're in Atlanta.  ,still think word day peach mean come youre atlanta,9,50
0,I am begging for sleep right about now  Extremely bored!,begging sleep right extremely bored,5,35
1,"@nanotissera http://twitpic.com/4esa7 - dear zack, i saw that shirt at zumiez last night. it was my favorite there.   dear alex,  ...",dear zack saw shirt zumiez last night wa favorite dear alex,11,59
0,I've already given out all the Galene eggs I'm going to in game this month.  People are already comparing them to sand dollars ,ive already given galene egg im going game month people already comparing sand dollar,14,85
1,"Getting ready for summer jam, Allyssa, Me, Amanda, Carrie, &amp; some other people are going ",getting ready summer jam allyssa amanda carrie amp people going,10,63
1,@tee_tha Belun. Save the best for last ,belun save best last,4,20
0,"Waiting for my train in Hannover. Of course, it's pouring.  Summer where are you?",waiting train hannover course pouring summer,6,44
0,If you are a subscriber or member LET ME KNOW so I can add you to special groups on my facebook... since myspace deleted me!!! ,subscriber member let know add special group facebook since myspace deleted,11,75
0,"@iamkermee you have all the luck at the moment, my sympathies ",luck moment sympathy,3,20
1,"@SashaaSmith well I just helped out,  y wasnt I already following you, ohh well I am now!",well helped wasnt already following ohh well,7,44
0,@matthoughton How is your revision going mate. Hope you're enjoying the sun too (Mother Nature KNOWS we've got exams  ) Take care mate. x,revision going mate hope youre enjoying sun mother nature know weve got exam take care mate x,17,93
1,"First, I did manual labor all day. Then, after a 1 hour nap, I stayed out until 2 am!! Sometimes the girl's still got it ",first manual labor day 1 hour nap stayed 2 sometimes girl still got,13,67
0,Damn it battery in mp3 is dead no Dresden Dolls.   its all @zaldor's fault!,damn battery mp3 dead dresden doll fault,7,40
0,Waiting for the monsoon clouds  No rains ..water shortage in Mumbai.. All lakes dry.,waiting monsoon cloud rain water shortage mumbai lake dry,9,57
1,Another loser: @meekakitty I hate you...LOST THE GAME #lostthegame  http://tinyurl.com/r8erc8,another loser hate youlost game # lostthegame,7,45
1,I got more minutes.   ,got minute,2,10
1,@BadSuperhero amg is that next sunday? thats on capital radio right? ,amg next sunday thats capital radio right,7,41
0,@aniler ...ouble chocolatey chip frapuccino blended creme yet. ,ouble chocolatey chip frapuccino blended creme yet,7,50
1,@emilylowass emilyyyy! i love your name. HAHA yay hamster! ,emilyyyy love name haha yay hamster,6,35
1,"@xamylouise (: I do it. :p Anyways, I'm fat and therefore don't have to.  Awh~ &lt;3",p anyways im fat therefore dont awh lt3,8,39
1,cute photo with attitude  me liky @dmarie_stayfly: Me and my homie in chicago http://mypict.me/2llc,cute photo attitude liky homie chicago,6,38
0,where's my piece of double chocolate german chocolate cake!!!! ,wheres piece double chocolate german chocolate cake,7,51
0,Playing around on Pro-Tools with the Mac and I'm sooo tired. I just want a Nando's and some frozen yoghurt ,playing around protools mac im sooo tired want nandos frozen yoghurt,11,68
1,@shellieshel  oh right.... ,oh right,2,8
1,"aw, dang! that last tweet (yes, the one from 9 hrs ago) was directed @Jayrass.  I suppose it's not happy hour at champps anymore?? haha. ",aw dang last tweet yes one 9 hr ago wa directed suppose happy hour champps anymore haha,17,87
0,"in the CY....SORE. soresoresore.  argh. Also, leaving at the end of the MONTH!",cysore soresoresore argh also leaving end month,7,47
1,"ok, so NOW I have Doctor Who on ",ok doctor,2,9
1,Playing with Ali ,playing ali,2,11
0,"...taking. However I have to wait until the end of August, for the next trade paperback, before I get to see what happens next ",taking however wait end august next trade paperback get see happens next,12,72
1,@nodeal79 me too ,,0,0
0,"@TeamCarissa oh  sorry i didnt get your myspace comment, till just now. i wasnt near the computer  sorry!",oh sorry didnt get myspace comment till wasnt near computer sorry,11,65
0,"another day of terrible terrible hayfever! can barely see for watery eyes, and it kept me up all night so headache too  boo!",another day terrible terrible hayfever barely see watery eye kept night headache boo,13,84
1,Just got a twitter!  ,got twitter,2,11
1,@PollyMT1978 @BecauseUAreHere It's a disassembled bunny due to how Twitter displays it ,disassembled bunny due twitter display,5,38
1,"when I'm able to convince even FairTax supporters that @johnoxendine really shouldn't be GAGOV, I consider it a job well done... ",im able convince even fairtax supporter really shouldnt gagov consider job well done,13,84
0,"@depping @bjornbats @LucD22 I use vmkfstools -i to clone the disk to a different VMFS Datastore, VM had a snapshot on a small VMFS... ",use vmkfstools clone disk different vmfs datastore vm snapshot small vmfs,11,73
0,@mistystiletto sorry to hear that  *hug*,sorry hear hug,3,14
1,@huedo hehe i heard that you are sleeping (so cute!!) hehe hopefully u will wake up soon so we can talk  hehe love jake,hehe heard sleeping cute hehe hopefully u wake soon talk hehe love jake,13,71
0,wishes he could win a holiday for his familty ,wish could win holiday familty,5,30
0,I guess I just didn't have anything to say today... ,guess didnt anything say today,5,30
1,Studing 4 finals  Wish me luck See you then!!! ,studing 4 final wish luck see,6,29
0,"Just had water ice here at some place, not like I used to get in Philly.   check my trax http://tinyurl.com/TR065",water ice place like used get philly check trax,9,47
1,minesweeper is better on a desktop. but that doesn't stop me from winning on a laptop ,minesweeper better desktop doesnt stop winning laptop,7,53
1,Oh p.s. Thank you so much for the flowers Mr.Akins your mamacita loves yoooou papa  Kevin is the best muuaah!,oh p thank much flower mrakins mamacita love yoooou papa kevin best muuaah,13,74
0,at work ,work,1,4
1,@Bluegrass_IT np - There aren't many networking events i don't goto  Which do you get out to...?,np arent many networking event dont goto get,8,44
0,"PLN, what is the &quot;rule of 10&quot; quick way to find end of year averages? I forgot. ",pln quotrule 10quot quick way find end year average forgot,10,58
1,@girl_genius Thanks for concern.  Brain callouses are a step up. I'm shooting for brain freeze to kill off my remaining cognitive skills.,thanks concern brain callouses step im shooting brain freeze kill remaining cognitive skill,13,91
0,@Fourthman Best of luck.   Hope everything work out for the best.,best luck hope everything work best,6,35
0,just got home doing some eco efficiency study ,got home eco efficiency study,5,29
0,@Tyrese4ReaL you guys should have come to Melbourne for the premier ,guy come melbourne premier,4,26
0,my bestie just got on a plane headed for Philly....i miss her already ,bestie got plane headed phillyi miss already,7,44
0,@mandylulu i can only see/hear the game if i'm at cris' house. So i don't usually know when they're playin.. Lakers lost? No shimmy ,seehear game im cris house dont usually know theyre playin lakers lost shimmy,13,77
1,@aNorthernSoul That's a nice pic. Thx for sharing. ,thats nice pic thx sharing,5,26
1,@SincerelyVee she said my chain stooopid.. And my watch stoooopid  I'm high lol where u at,said chain stooopid watch stoooopid im high lol u,9,49
0,@carissagrace ouch. ,ouch,1,4
0,@mystacon oh god NO!!! *rocks to and fro while holding head and hitting head with fist*  ...... ((but I fear you will be right)),oh god rock fro holding head hitting head fist fear right,11,57
0,"@Jessicaveronica dont leaveee, stay here!!! i miss u and lisa being in aus all the time, ur hardly here anymore    loveeeeeeeeee u",dont leaveee stay miss u lisa au time ur hardly anymore loveeeeeeeeee u,13,71
1,Boring day/ no scholl for me tmmrrw. docters appointment. ,boring day scholl tmmrrw docters appointment,6,44
1,Listen to music bucause its my number one love....... ,listen music bucause number one love,6,36
1,"At my brother's place, celebrating my niece's 3rd b-day. ",brother place celebrating niece 3rd bday,6,40
0,@decryption totally agree.  17 days to go ,totally agree 17 day go,5,23
1,@feltbeats @TomFelton WOW 32926 Votes !!!!! I vote for you @TomFelton ,wow 32926 vote vote,4,19
0,You just cant keep everyone happy!!!!! ,cant keep everyone happy,4,24
1,http://bit.ly/b6du3  The Jonas Brothers in the Nokia Green Room .. CHECK IT!! ,jonas brother nokia green room check,6,36
1,"Never woken up so hungry before! Must head into town and eat, before going shopping, else I'll end up with too much junk ",never woken hungry must head town eat going shopping else ill end much junk,14,75
1,found the most AMAZING boots today ,found amazing boot today,4,24
1,I can't wait to see New Moon  I'm so excited!!!!,cant wait see new moon im excited,7,33
0,@congoblue  sorry to hear that,sorry hear,2,10
0,getting ready to watch some movies.... all by my lonesome  ,getting ready watch movie lonesome,5,34
0,In hell!  Save me!,hell save,2,9
0,Favorite website is giving away some Camera Obscura tix for the Fillmore here -  http://bit.ly/KDK6b - they say I can't win all the tix ,favorite website giving away camera obscura tix fillmore say cant win tix,12,73
1,@MaddieFoo Let me guess. U logged off Mileyworld. Im so smart ,let guess u logged mileyworld im smart,7,38
0,Ghostbusters was sold out  but Paper Mario for to Wii is super fun!,ghostbusters wa sold paper mario wii super fun,8,46
0,"ugh, work tmrw. ",ugh work tmrw,3,13
1,@calrion google quietly got rid of that ethic last year. ,google quietly got rid ethic last year,7,38
1,@boechat ,,0,0
0,"The dogs have eaten an entire loaf of bread &amp; a tube of tomato puree. They are now full of carbs &amp; sugar, which is obviously brilliant ",dog eaten entire loaf bread amp tube tomato puree full carbs amp sugar obviously brilliant,15,90
0,Wishing I was going to play golf today. Yard work instead. YAY ,wishing wa going play golf today yard work instead yay,10,54
1,and TEAM are back in civilization!! ,team back civilization,3,22
1,@Jayde_Nicole have a blessed day ,blessed day,2,11
0,Moby hopes his ear infection goes away.  http://apps.facebook.com/dogbook/profile/view/1060328,moby hope ear infection go away,6,31
1,"@kathyireland Gmorning Kathy, hope you have a great weekend!   Do you have a MySpace or Facebook?",gmorning kathy hope great weekend myspace facebook,7,50
1,@Sowhatx3 yeep. especially the yellow one ,yeep especially yellow one,4,26
0,@Jamerichin *gasp*... I left when I was 4! I never got a chance to learn! ,gasp left wa 4 never got chance learn,8,37
0,I cant access twitter ,cant access twitter,3,19
0,It was andrewlamb.com they want $500+ for. Just clearing that up before I get hassled. Again. Andylamb.com redirects to wantabet.com. ,wa andrewlambcom want 500 clearing get hassled andylambcom redirects wantabetcom,10,80
1,training my summer help! ,training summer help,3,20
1,i'm in looooooove. had me a nice whale wars night last night. made me so happy ,im looooooove nice whale war night last night made happy,10,56
1,dinner with the senior hotties in a jiffy ,dinner senior hotties jiffy,4,27
0,@CgraceFly    please don't go....,please dont go,3,14
0,Just dropped my son off at his last day of preschool. ,dropped son last day preschool,5,30
1,@xrocksmama why thank you very much ,thank much,2,10
0,@danloveridge I must have done too many flight searches. I won't be allowed on again till Thursday Evening ,must done many flight search wont allowed till thursday evening,10,63
0,Dead... and tired ,dead tired,2,10
0,@zainz um sama leish il procrastination? :p miss you terribly ,um sama leish il procrastination p miss terribly,8,48
0,@wedylawliet awww I'm hating it with you.  gave me the flu.,awww im hating gave flu,5,23
0,it's really disappointing to see rock and rap collaborating ,really disappointing see rock rap collaborating,6,47
1,hanging out with maddiee ,hanging maddiee,2,15
0,is so mad that shes gunna miss the hills finale cuz of work!! grr ,mad shes gunna miss hill finale cuz work grr,9,44
0,"@tommcfly you should go down at the front of the hotel, there are fans freezing on the rain out there! ans they have school tomorrow ",go front hotel fan freezing rain school tomorrow,8,48
1,"@billbeckett I've been looking through all the SNMC's...I love them all, listening to Good Old War right now...Thank you. ",ive looking snmcsi love listening good old war right nowthank,10,61
0,"i think chatroom is sorted, its going to be really sad to see it go tomorrow  still pissed about what happened with COLOUR OF DECIET",think chatroom sorted going really sad see go tomorrow still pissed happened colour deciet,14,90
0,Live Messenger just decided to delete itself from laptop ,live messenger decided delete laptop,5,36
0,I do have to brave West Quay today  need a new power lead for the MacBook.,brave west quay today need new power lead macbook,9,49
1,@lisapr1ce Yeah - seems to have been fixed now though ,yeah seems fixed though,4,23
